LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,父级名15,父级音量15,父级MakeUpGain15,父级名16,父级音量16,父级MakeUpGain16,父级名17,父级音量17,父级MakeUpGain17,父级名18,父级音量18,父级MakeUpGain18,Main_Mix&MasterAudio
-30.0 ,-25.6 ,VO_3C_Nikki_Skill_Ability_S0208_Action,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_ClaretNightdress\Nikki_Skill_ClaretNightdress\VO_3C_Nikki_Skill_Ability_S0208_Action\VO_3C_Nikki_Skill_Ability_S0208_Action,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\Voices\English(US)\Vo_Ability\VO_3C_Nikki_Skill_Ability_S0208_Action.wav,-28.0 ,-23.6 ,"{'max': 2.769024133682251, 'min': 2.769024133682251, 'type': 'oneShot'}",0,0,VO_3C_Nikki_Skill_Ability_S0208_Action,-5,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_ClaretNightdress,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.0 ,-26.8 ,nikki_cleananimals_low,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_CleanAnimals\Nikki_Skill_CleanAnimals\nikki_cleananimals_low\nikki_cleananimals_low,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_cleananimals_low.wav,-33.0 ,-29.8 ,"{'max': 3.3634583950042725, 'min': 3.3634583950042725, 'type': 'oneShot'}",0,0,nikki_cleananimals_low,-2,0,Nikki_Skill_CleanAnimals,0,0,Nikki_Skill_CleanAnimals,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.0 ,-26.9 ,nikki_skill_recovery_ball6,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_ball\nikki_skill_recovery_ball6,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_ball6.wav,-27.0 ,-23.9 ,"{'max': 1.7084167003631592, 'min': 1.7084167003631592, 'type': 'oneShot'}",0,0,nikki_skill_recovery_ball,-6,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.0 ,-26.9 ,nikki_skill_recovery_ball7,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_ball\nikki_skill_recovery_ball7,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_ball7.wav,-27.0 ,-23.9 ,"{'max': 1.7084167003631592, 'min': 1.7084167003631592, 'type': 'oneShot'}",0,0,nikki_skill_recovery_ball,-6,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,3
-30.0 ,-27.6 ,nikki_skill_recovery_coin04,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Recovery\Nikki_Skill_Recovery_Cast\nikki_skill_recovery_coin\nikki_skill_recovery_coin04\nikki_skill_recovery_coin04,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\SFX\nikki\skill\nikki_skill_recovery_coin04.wav,-27.0 ,-24.6 ,"{'max': 1.378367304801941, 'min': 1.378367304801941, 'type': 'oneShot'}",0,0,nikki_skill_recovery_coin04,5,0,nikki_skill_recovery_coin,-11,0,Nikki_Skill_Recovery_Cast,-2,0,Nikki_Skill_Recovery,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-30.0 ,-27.6 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast_R02\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast_R02.wav,-29.0 ,-26.6 ,"{'max': 1.3333333730697632, 'min': 1.3333333730697632, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast_R02,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_01_Cast,-4,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.1 ,-26.0 ,nikki_skill_purege_spiral_impact_double_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\Nikki_Skill_Purege_Imp\nikki_skill_purege_spiral_impact_double\nikki_skill_purege_spiral_impact_double_R01\nikki_skill_purege_spiral_impact_double_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_spiral_impact_double_R01.wav,-32.1 ,-28.0 ,"{'max': 0.7726303935050964, 'min': 0.7726303935050964, 'type': 'oneShot'}",0,0,nikki_skill_purege_spiral_impact_double_R01,0,0,nikki_skill_purege_spiral_impact_double,-3,0,Nikki_Skill_Purege_Imp,-4,0,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-30.1 ,-30.1 ,Sfx_3C_Nikki_Skill_DuckBalloon_Jump_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_6_3C\Dev1_6_3C\Nikki_Skill_1_6\Nikki_Skill_DuckBalloon\Sfx_3C_Nikki_Skill_DuckBalloon_Jump\Sfx_3C_Nikki_Skill_DuckBalloon_Jump_R01\Sfx_3C_Nikki_Skill_DuckBalloon_Jump_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\DuckBalloon\Sfx_3C_Nikki_Skill_DuckBalloon_Jump_R01.wav,-33.1 ,-33.1 ,"{'max': 0.4020833373069763, 'min': 0.4020833373069763, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_DuckBalloon_Jump_R01,0,0,Sfx_3C_Nikki_Skill_DuckBalloon_Jump,0,0,Nikki_Skill_DuckBalloon,0,0,Nikki_Skill_1_6,0,0,Dev1_6_3C,0,0,Dev1_6_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.1 ,-26.6 ,nikki_skill_purege_spiral_impact_single_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\Nikki_Skill_Purege_Imp\nikki_skill_purege_spiral_impact_single\nikki_skill_purege_spiral_impact_single_R01\nikki_skill_purege_spiral_impact_single_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_spiral_impact_single_R01.wav,-31.1 ,-27.6 ,"{'max': 0.6682766675949097, 'min': 0.6682766675949097, 'type': 'oneShot'}",0,0,nikki_skill_purege_spiral_impact_single_R01,0,0,nikki_skill_purege_spiral_impact_single,-4,0,Nikki_Skill_Purege_Imp,-4,0,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-30.1 ,-26.7 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss_R03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss_R03\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss_R03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss_R03.wav,-30.1 ,-26.7 ,"{'max': 2.6460208892822266, 'min': 2.6460208892822266, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss_R03,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Sticky_05Miss,-3,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.1 ,-26.0 ,Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji_R01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Common\Nikki_Item\SuperMagnetItem\Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji\Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji_R01\Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji_R01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\3C\Item\SuperMagnetItem\Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji_R01.wav,-25.1 ,-21.0 ,"{'max': 0.8725558519363403, 'min': 0.8725558519363403, 'type': 'oneShot'}",0,0,Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji_R01,0,0,Sfx_3C_Item_NS_Fight_Common_Prop_Hudun_02Shouji,0,0,SuperMagnetItem,-8,0,Nikki_Item,0,0,Nikki_Common,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.1 ,-28.4 ,nikki_skill_purege_ball_charge_start_01,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Purege\Nikki_Skill_Purege_Cast\nikki_skill_purege_ball_charge\nikki_skill_purege_ball_charge_start\nikki_skill_purege_ball_charge_start_01\nikki_skill_purege_ball_charge_start_01,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\nikki_skill_purege_ball_charge_start_01.wav,-36.1 ,-34.4 ,"{'max': 1.3171428442001343, 'min': 1.3171428442001343, 'type': 'oneShot'}",0,0,nikki_skill_purege_ball_charge_start_01,0,0,nikki_skill_purege_ball_charge_start,0,0,nikki_skill_purege_ball_charge,-3,0,Nikki_Skill_Purege_Cast,-2,0,Nikki_Skill_Purege,6,0,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-30.1 ,-25.0 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05.wav,-23.1 ,-18.0 ,"{'max': 3.4201042652130127, 'min': 3.4201042652130127, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect,-10,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.1 ,-25.0 ,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_1_3C\Dev1_5_1_3C\Nikki_Skill_1_5_1\Nikki_Skill_Purege\Nikki_Skill_Purege_NianNianDan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_01\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Purage\NianNiandan\Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05.wav,-23.1 ,-18.0 ,"{'max': 3.4201042652130127, 'min': 3.4201042652130127, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_R05,0,0,Sfx_3C_Nikki_Skill_NS_3C_Cleanse_Shooting_UI_Perfect_01,-10,0,Nikki_Skill_Purege_NianNianDan,0,0,Nikki_Skill_Purege,0,0,Nikki_Skill_1_5_1,0,0,Dev1_5_1_3C,0,0,Dev1_5_1_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,3
-30.1 ,-25.0 ,Sfx_3C_Nikki_Skill_PAFX0010_FrogElectrician_01_Loop_S0153_Anim_Music,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_5_2_3C\Dev1_5_2_3C\Nikki_Skill_1_5_2\Nikki_Skill_FrogElectrician\Vo_3C_Nikki_Skill_PAFX0010_FrogElectrician_01_Loop_S0153_Anim_Music\Sfx_3C_Nikki_Skill_PAFX0010_FrogElectrician_01_Loop_S0153_Anim_Music,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\Voices\Japanese\X6_Sound\Sfx\Char\Skill\FrogElectrician\Sfx_3C_Nikki_Skill_PAFX0010_FrogElectrician_01_Loop_S0153_Anim_Music.wav,-17.1 ,-12.0 ,"{'max': 39.57466506958008, 'min': 39.57466506958008, 'type': 'oneShot'}",0,0,Vo_3C_Nikki_Skill_PAFX0010_FrogElectrician_01_Loop_S0153_Anim_Music,0,0,Nikki_Skill_FrogElectrician,-14,0,Nikki_Skill_1_5_2,0,0,Dev1_5_2_3C,-2,0,Dev1_5_2_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,,,,3
-30.2 ,-28.0 ,VO_3C_Nikki_Skill_FlowerCat_Meow_R02,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev_1_8_3C\Dev_1_8_3C\Nikki_Skill_1_8\Nikki_Skill_FlowerCat\VO_3C_Nikki_Skill_FlowerCat_Meow\VO_3C_Nikki_Skill_FlowerCat_Meow_R02\VO_3C_Nikki_Skill_FlowerCat_Meow_R02,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\FlowerCat\VO_3C_Nikki_Skill_FlowerCat_Meow_R02.wav,-27.2 ,-25.0 ,"{'max': 2.3055832386016846, 'min': 2.3055832386016846, 'type': 'oneShot'}",0,0,VO_3C_Nikki_Skill_FlowerCat_Meow_R02,0,0,VO_3C_Nikki_Skill_FlowerCat_Meow,4,0,Nikki_Skill_FlowerCat,-10,0,Nikki_Skill_1_8,0,0,Dev_1_8_3C,0,0,Dev_1_8_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.2 ,-28.1 ,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\Dev1_4_3C\Dev1_4_3C\Nikki_Skill_1_4\Nikki_Skill_Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO_03\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Doll\Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO_03.wav,-20.2 ,-18.1 ,"{'max': 3.9766042232513428, 'min': 3.9766042232513428, 'type': 'oneShot'}",0,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO_03,-6,0,Sfx_3C_Nikki_Skill_S0223ABA_Catdoll_IdleBreak01_Anim_VO,0,0,Nikki_Skill_Doll,-5,0,Nikki_Skill_1_4,0,0,Dev1_4_3C,-2,0,Dev1_4_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,,,,,,,3
-30.2 ,-22.9 ,nikki_Float_start_231122_v2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Float\Nikki_Skill_Float\Nikki_Skill_Float_Default\Nikki_Skill_Float_Special\Nikki_Skill_Float_Start_1st\nikki_Float_start_231122\nikki_Float_start_231122_v2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\nikki_Float_start_231122_v2.wav,-24.2 ,-16.9 ,"{'max': 5.120562553405762, 'min': 5.120562553405762, 'type': 'oneShot'}",0,0,nikki_Float_start_231122,-9,0,Nikki_Skill_Float_Start_1st,0,0,Nikki_Skill_Float_Special,-2,0,Nikki_Skill_Float_Default,0,0,Nikki_Skill_Float,0,0,Nikki_Skill_Float,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,3
-30.2 ,-25.0 ,nikki_skill_fall_end_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Fall\Nikki_Skill_Fall_Imp\nikki_skill_fall_end\nikki_skill_fall_end_03\nikki_skill_fall_end_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Fall\nikki_skill_fall_end_03.wav,-18.2 ,-13.0 ,"{'max': 2.9537291526794434, 'min': 2.9537291526794434, 'type': 'oneShot'}",0,0,nikki_skill_fall_end_03,0,0,nikki_skill_fall_end,-13,0,Nikki_Skill_Fall_Imp,-4,0,Nikki_Skill_Fall,,,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
-30.2 ,-25.0 ,nikki_skill_fall_end_03,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_3C\X6_3C\OBT_3C\Nikki_Skill\Nikki_Skill\Nikki_Skill_OBT\Nikki_SfX\Nikki_Ability\Nikki_Skill_Purege\Nikki_Skill_Fall\Nikki_Skill_Fall_Imp_1_2\nikki_skill_fall_end\nikki_skill_fall_end_03\nikki_skill_fall_end_03,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\X6_Sound\Sfx\Char\Skill\Fall\nikki_skill_fall_end_03.wav,-18.2 ,-13.0 ,"{'max': 2.9537291526794434, 'min': 2.9537291526794434, 'type': 'oneShot'}",0,0,nikki_skill_fall_end_03,0,0,nikki_skill_fall_end,-13,0,Nikki_Skill_Fall_Imp_1_2,-4,0,Nikki_Skill_Fall,,,Nikki_Skill_Purege,,,Nikki_Ability,4,0,Nikki_SfX,,,Nikki_Skill_OBT,,,Nikki_Skill,-2,0,Nikki_Skill,,,OBT_3C,,,X6_3C,0,0,X6_3C,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,3
