LUFS-I-InGame,LUFS-M-InGame,name,wwise_path,file_path,LUFS-I,LUFS-M-MAX,音频时长,OutPutBus_BusVolume,OutPutBus_Volume,父级名1,父级音量1,父级MakeUpGain1,父级名2,父级音量2,父级MakeUpGain2,父级名3,父级音量3,父级MakeUpGain3,父级名4,父级音量4,父级MakeUpGain4,父级名5,父级音量5,父级MakeUpGain5,父级名6,父级音量6,父级MakeUpGain6,父级名7,父级音量7,父级MakeUpGain7,父级名8,父级音量8,父级MakeUpGain8,父级名9,父级音量9,父级MakeUpGain9,父级名10,父级音量10,父级MakeUpGain10,父级名11,父级音量11,父级MakeUpGain11,父级名12,父级音量12,父级MakeUpGain12,父级名13,父级音量13,父级MakeUpGain13,父级名14,父级音量14,父级MakeUpGain14,MainMix+MasterAudio
-44.1 ,-41.1 ,book_case_big_whoosh-003,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-003\book_case_big_whoosh-003,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-003.wav,-17.1 ,-14.1 ,"{'max': 2.0660624504089355, 'min': 2.0660624504089355, 'type': 'oneShot'}",0,0,book_case_big_whoosh-003,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-43.6 ,-41.1 ,book_case_big_whoosh-004,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-004\book_case_big_whoosh-004,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-004.wav,-16.6 ,-14.1 ,"{'max': 2.168750047683716, 'min': 2.168750047683716, 'type': 'oneShot'}",0,0,book_case_big_whoosh-004,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-43.2 ,-40.2 ,book_case_big_whoosh-005,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-005\book_case_big_whoosh-005,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-005.wav,-16.2 ,-13.2 ,"{'max': 1.8730000257492065, 'min': 1.8730000257492065, 'type': 'oneShot'}",0,0,book_case_big_whoosh-005,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-45.3 ,-41.7 ,book_case_big_whoosh-006,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-006\book_case_big_whoosh-006,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-006.wav,-18.3 ,-14.7 ,"{'max': 2.1141250133514404, 'min': 2.1141250133514404, 'type': 'oneShot'}",0,0,book_case_big_whoosh-006,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-47.2 ,-44.2 ,book_case_big_whoosh-007,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-007\book_case_big_whoosh-007,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-007.wav,-20.2 ,-17.2 ,"{'max': 2.3345415592193604, 'min': 2.3345415592193604, 'type': 'oneShot'}",0,0,book_case_big_whoosh-007,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-47.0 ,-44.0 ,book_case_big_whoosh-008,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-008\book_case_big_whoosh-008,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-008.wav,-20.0 ,-17.0 ,"{'max': 2.739041566848755, 'min': 2.739041566848755, 'type': 'oneShot'}",0,0,book_case_big_whoosh-008,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-48.1 ,-45.0 ,book_case_big_whoosh-009,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-009\book_case_big_whoosh-009,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-009.wav,-21.1 ,-18.0 ,"{'max': 2.8596251010894775, 'min': 2.8596251010894775, 'type': 'oneShot'}",0,0,book_case_big_whoosh-009,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-46.3 ,-44.0 ,book_case_big_whoosh-010,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-010\book_case_big_whoosh-010,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-010.wav,-19.3 ,-17.0 ,"{'max': 3.0801665782928467, 'min': 3.0801665782928467, 'type': 'oneShot'}",0,0,book_case_big_whoosh-010,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-47.0 ,-43.9 ,book_case_big_whoosh-011,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-011\book_case_big_whoosh-011,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-011.wav,-20.0 ,-16.9 ,"{'max': 2.1361875534057617, 'min': 2.1361875534057617, 'type': 'oneShot'}",0,0,book_case_big_whoosh-011,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-47.6 ,-44.1 ,book_case_big_whoosh-012,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\level_sequence\LS_earthquake\LS_book_case_big_whoosh\book_case_big_whoosh-012\book_case_big_whoosh-012,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\amb\plot\1_5\book_case_big_whoosh-012.wav,-20.6 ,-17.1 ,"{'max': 3.558333396911621, 'min': 3.558333396911621, 'type': 'oneShot'}",0,0,book_case_big_whoosh-012,0,0,LS_book_case_big_whoosh,-15,0,LS_earthquake,-15,0,level_sequence,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,3
-40.0 ,-28.5 ,LS0100_SC011,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC011\LS0100_SC011,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\20240321\LS0100_SC011.wav,-26.0 ,-14.5 ,"{'max': 62.471290588378906, 'min': 62.471290588378906, 'type': 'oneShot'}",0,0,LS0100_SC011,-17,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-32.1 ,-23.0 ,LS0100_SC013,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC013\LS0100_SC013,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\20240321\LS0100_SC013.wav,-20.6 ,-11.5 ,"{'max': 23.868999481201172, 'min': 23.868999481201172, 'type': 'oneShot'}",0,0,LS0100_SC013,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.4 ,-21.5 ,LS0100_SC013_v2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC013\LS0100_SC013_v2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC013_v2.wav,-16.9 ,-10.0 ,"{'max': 23.868999481201172, 'min': 23.868999481201172, 'type': 'oneShot'}",0,0,LS0100_SC013,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.1 ,-21.6 ,LS0100_SC013_v3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC013\LS0100_SC013_v3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC013_v3.wav,-16.6 ,-10.1 ,"{'max': 19.288999557495117, 'min': 19.288999557495117, 'type': 'oneShot'}",0,0,LS0100_SC013,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-36.7 ,-34.3 ,LS_3d_plot_fmzj_electric_generator_,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS_3d_plot_fmzj_electric_generator_\LS_3d_plot_fmzj_electric_generator_,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\20240321\LS_3d_plot_fmzj_electric_generator_.wav,-35.7 ,-33.3 ,"{'max': 6.872875213623047, 'min': 6.872875213623047, 'type': 'oneShot'}",0,0,LS_3d_plot_fmzj_electric_generator_,-4,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-29.2 ,-22.2 ,LS0100_SC030,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC030\LS0100_SC030,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC030.wav,-15.2 ,-8.2 ,"{'max': 16.39670753479004, 'min': 16.39670753479004, 'type': 'oneShot'}",0,0,LS0100_SC030,-17,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-24.2 ,-20.6 ,LS0100_SC030_v2,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC030\LS0100_SC030_v2,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC030_v2.wav,-10.2 ,-6.6 ,"{'max': 15.7108793258667, 'min': 15.7108793258667, 'type': 'oneShot'}",0,0,LS0100_SC030,-17,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.3 ,-22.5 ,LS0100_SC031,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC031\LS0100_SC031,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC031.wav,-14.3 ,-8.5 ,"{'max': 7.696895599365234, 'min': 7.696895599365234, 'type': 'oneShot'}",0,0,LS0100_SC031,-17,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-26.1 ,-16.6 ,LS0100_SC001,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001.wav,-24.1 ,-14.6 ,"{'max': 148.5, 'min': 148.5, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-25.8 ,-16.6 ,LS0100_SC001_0329,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0329,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0329.wav,-23.8 ,-14.6 ,"{'max': 148.5, 'min': 148.5, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-25.8 ,-16.6 ,LS0100_SC001_0329_v4,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0329_v4,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0329_v4.wav,-23.8 ,-14.6 ,"{'max': 148.5, 'min': 148.5, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-24.0 ,-15.4 ,LS0100_SC001_0408_v5,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0408_v5,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0408_v5.wav,-22.0 ,-13.4 ,"{'max': 125.9520034790039, 'min': 125.9520034790039, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-24.1 ,-15.5 ,LS0100_SC001_0410_v6,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0410_v6,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0410_v6.wav,-22.1 ,-13.5 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-25.0 ,-15.9 ,LS0100_SC001_0411_v7,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0411_v7,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0411_v7.wav,-23.0 ,-13.9 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-25.0 ,-15.9 ,LS0100_SC001_0411_v8,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0411_v8,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001_0411_v8.wav,-23.0 ,-13.9 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-25.0 ,-15.9 ,LS0100_SC001_0413_v9,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0413_v9,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\LS0100_SC001_0413_v9.wav,-23.0 ,-13.9 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-24.5 ,-15.9 ,LS0100_SC001_0428_v10_novo,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_0428_v10_novo,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\CG_NOVO\LS0100_SC001_0428_v10_novo.wav,-22.5 ,-13.9 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-27.1 ,-18.4 ,LS0100_SC001_sfx,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC001\LS0100_SC001_sfx,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\cut_scene\level\17\LS0100_SC001_sfx.wav,-25.1 ,-16.4 ,"{'max': 132.87107849121094, 'min': 132.87107849121094, 'type': 'oneShot'}",0,0,LS0100_SC001,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-26.1 ,-16.6 ,LS0100_SC001,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC002\LS0100_SC001,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC001.wav,-24.1 ,-14.6 ,"{'max': 148.5, 'min': 148.5, 'type': 'oneShot'}",0,0,LS0100_SC002,-5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.4 ,-20.2 ,LS0100_SC004_V3,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC004\LS0100_SC004_V3,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC004_V3.wav,-16.9 ,-8.7 ,"{'max': 152.48599243164062, 'min': 152.48599243164062, 'type': 'oneShot'}",0,0,LS0100_SC004,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.4 ,-20.2 ,LS0100_SC004_0329,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC004\LS0100_SC004_0329,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC004_0329.wav,-16.9 ,-8.7 ,"{'max': 150.25375366210938, 'min': 150.25375366210938, 'type': 'oneShot'}",0,0,LS0100_SC004,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
-28.4 ,-20.2 ,LS0100_SC004_0329_v5,\Actor-Mixer Hierarchy\X6_Audio\X6_Audio\X6_Audio\X6_Cutscene\Cutscene_Event\Cutscene_Event\Cutscene_Event_OBT\ls_20240321\LS0100_SC004\LS0100_SC004_0329_v5,D:\X6Game_Lanmeipai22L_AudioRemix\X6_WwiseProject\X6_Audio\Originals\SFX\LS\LS0100_SC004_0329_v5.wav,-16.9 ,-8.7 ,"{'max': 150.25375366210938, 'min': 150.25375366210938, 'type': 'oneShot'}",0,0,LS0100_SC004,-14.5,0,ls_20240321,0,0,Cutscene_Event_OBT,,,Cutscene_Event,0,0,Cutscene_Event,,,X6_Cutscene,,,X6_Audio,0,0,X6_Audio,,,X6_Audio,,,Actor-Mixer Hierarchy,,,,,,,,,,,,,,,3
